OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0001242,2014-08-01,17,Wholesale,USD,NXH382,889,11,12,844.2,10130.400000000001,388.33200000000005
SO - 0002542,2014-08-01,144,Wholesale,USD,GUT930,342,21,5,5594.5,27972.5,2629.415
SO - 0004084,2014-08-01,73,Distributor,USD,GUT930,537,14,9,6110.400000000001,54993.600000000006,4643.904
SO - 0004673,2014-08-01,154,Wholesale,USD,NXH382,744,3,7,5232.7,36628.9,3924.5249999999996
SO - 0005167,2014-08-01,53,Distributor,USD,AXW291,421,5,5,6244.400000000001,31222.000000000004,5057.964000000001
SO - 0007269,2014-08-01,169,Wholesale,USD,NXH382,431,25,9,6204.2,55837.799999999996,4280.897999999999
SO - 000895,2014-08-01,46,Distributor,USD,GUT930,481,18,10,167.5,1675.0,100.5
SO - 0001284,2014-08-01,68,Distributor,USD,GUT930,523,13,5,2673.3,13366.5,1684.179
SO - 0001845,2014-08-01,121,Wholesale,USD,GUT930,505,27,10,1809.0,18090.0,1139.67
SO - 0002125,2014-08-01,7,Wholesale,USD,GUT930,174,13,8,770.5,6164.0,547.055
SO - 0002515,2014-08-01,66,Distributor,USD,GUT930,519,14,8,3832.4,30659.2,3027.596
SO - 0004124,2014-08-01,165,Wholesale,USD,AXW291,866,26,9,221.1,1989.8999999999999,134.87099999999998
SO - 0004180,2014-08-01,130,Wholesale,USD,AXW291,348,3,8,1038.5,8308.0,623.1
SO - 0007082,2014-08-01,109,Wholesale,USD,AXW291,270,7,8,3711.8,29694.4,2375.552
SO - 0007493,2014-08-01,94,Wholesale,USD,GUT930,606,18,8,2351.7000000000003,18813.600000000002,1293.4350000000002
SO - 0010193,2014-08-01,29,Distributor,USD,GUT930,722,11,6,1011.7,6070.200000000001,495.733
SO - 0008937,2014-08-01,93,Wholesale,USD,FLR025,675,26,12,991.6,11899.2,565.212
SO - 0003090,2014-08-01,3,Distributor,USD,FLR025,847,18,8,1085.4,8683.2,716.3640000000001
SO - 0006227,2014-08-01,146,Wholesale,USD,AXW291,420,18,11,1159.1000000000001,12750.100000000002,602.7320000000001
SO - 0006680,2014-08-01,128,Wholesale,USD,FLR025,873,25,8,743.7,5949.6,312.354
SO - 0008981,2014-08-01,49,Distributor,USD,AXW291,695,14,10,3819.0,38190.0,2482.35
SO - 0003326,2014-08-01,88,Export,USD,AXW291,609,25,12,241.20000000000002,2894.4,161.604
SO - 0003406,2014-08-01,163,Wholesale,USD,GUT930,929,6,7,6137.2,42960.4,4296.04
SO - 0005153,2014-08-01,85,Wholesale,USD,AXW291,218,5,7,2010.0,14070.0,1045.2
SO - 0005956,2014-08-01,44,Distributor,USD,AXW291,294,2,7,3892.7000000000003,27248.9,2452.4010000000003
SO - 0007120,2014-08-01,110,Distributor,USD,GUT930,205,16,12,5212.6,62551.200000000004,4378.584
SO - 0010562,2014-08-01,28,Distributor,USD,NXH382,242,4,7,770.5,5393.5,562.465
SO - 000461,2014-08-01,27,Distributor,USD,AXW291,262,15,5,3832.4,19162.0,2452.7360000000003
SO - 0001007,2014-08-01,136,Distributor,USD,AXW291,488,25,8,1922.9,15383.2,865.3050000000001
SO - 0001143,2014-08-01,120,Distributor,USD,NXH382,883,22,11,3892.7000000000003,42819.700000000004,2296.693
SO - 0004006,2014-08-01,58,Distributor,USD,GUT930,652,5,11,1715.2,18867.2,943.3600000000001
SO - 0004332,2014-08-01,155,Distributor,USD,AXW291,909,26,6,2412.0,14472.0,1519.56
SO - 0005740,2014-08-01,121,Export,USD,AXW291,138,17,11,2311.5,25426.5,1502.4750000000001
SO - 0007478,2014-08-01,63,Wholesale,USD,AXW291,396,25,8,1139.0,9112.0,694.79
SO - 0009108,2014-08-01,123,Wholesale,USD,GUT930,4,26,8,3865.9,30927.2,3092.7200000000003
SO - 0009260,2014-08-01,63,Distributor,USD,AXW291,471,13,9,1092.1000000000001,9828.900000000001,709.8650000000001
SO - 0010057,2014-08-01,12,Wholesale,USD,NXH382,883,13,5,3886.0,19430.0,2681.3399999999997
SO - 0010427,2014-08-01,130,Distributor,USD,NXH382,110,20,5,1018.4,5092.0,723.064
SO - 0003772,2014-08-02,107,Wholesale,USD,AXW291,235,5,10,1989.9,19899.0,1452.627
SO - 0005947,2014-08-02,100,Wholesale,USD,AXW291,914,7,12,3463.9,41566.8,2909.676
SO - 0008033,2014-08-02,84,Wholesale,USD,AXW291,376,26,7,1869.3,13085.1,1495.44
SO - 0001211,2014-08-02,49,Distributor,USD,AXW291,415,29,7,1809.0,12663.0,1121.58
SO - 0003373,2014-08-02,160,Wholesale,USD,FLR025,235,5,12,5534.2,66410.4,4095.308
SO - 0003616,2014-08-02,98,Wholesale,USD,GUT930,405,26,6,1051.9,6311.400000000001,462.83600000000007
SO - 0006270,2014-08-02,10,Wholesale,USD,AXW291,691,25,7,1031.8,7222.599999999999,474.628
SO - 0009998,2014-08-02,10,Wholesale,USD,GUT930,369,26,6,3999.9,23999.4,2519.937
SO - 0010586,2014-08-02,150,Wholesale,USD,AXW291,902,6,5,3658.2000000000003,18291.0,2487.5760000000005
SO - 0009433,2014-08-02,29,Distributor,USD,AXW291,47,15,6,3705.1,22230.6,2482.417
SO - 000958,2014-08-02,72,Wholesale,USD,NXH382,74,3,10,187.6,1876.0,91.92399999999999
SO - 0001002,2014-08-02,91,Distributor,USD,FLR025,576,19,11,5259.5,57854.5,4102.41
SO - 0002052,2014-08-02,119,Export,USD,GUT930,489,1,8,241.20000000000002,1929.6000000000001,101.304
SO - 0002668,2014-08-02,21,Distributor,USD,NXH382,910,30,10,1996.6000000000001,19966.0,1557.3480000000002
SO - 0004426,2014-08-02,25,Wholesale,USD,FLR025,851,26,10,234.5,2345.0,159.46
SO - 0004597,2014-08-02,166,Wholesale,USD,AXW291,337,21,9,3785.5,34069.5,1968.46
SO - 0009337,2014-08-02,37,Distributor,USD,AXW291,159,27,10,1681.7,16817.0,1294.909
SO - 0010131,2014-08-02,14,Wholesale,USD,GUT930,314,17,7,5654.8,39583.6,3279.784
SO - 0010052,2014-08-02,87,Wholesale,USD,FLR025,677,12,9,1681.7,15135.300000000001,924.9350000000001
SO - 0001102,2014-08-02,87,Wholesale,USD,NXH382,31,22,5,2291.4,11457.0,1603.98
SO - 0001583,2014-08-02,64,Wholesale,USD,FLR025,828,25,11,2519.2000000000003,27711.200000000004,1435.944
SO - 0003354,2014-08-02,39,Distributor,USD,NXH382,301,18,12,5467.2,65606.4,3772.3679999999995
SO - 0007499,2014-08-02,149,Wholesale,USD,AXW291,948,2,9,750.4,6753.599999999999,637.8399999999999
SO - 0008098,2014-08-02,54,Export,USD,AXW291,756,4,5,6164.0,30820.0,4129.88
SO - 0010762,2014-08-02,90,Export,USD,AXW291,256,15,5,207.70000000000002,1038.5,97.619
SO - 0002567,2014-08-02,5,Distributor,USD,NXH382,441,1,5,5453.8,27269.0,3163.2039999999997
SO - 0004819,2014-08-02,110,Distributor,USD,AXW291,534,2,11,1929.6000000000001,21225.600000000002,1447.2
SO - 0005256,2014-08-02,161,Wholesale,USD,NXH382,243,6,9,207.70000000000002,1869.3000000000002,95.54200000000002
SO - 0005425,2014-08-02,42,Export,USD,AXW291,340,14,11,5125.5,56380.5,3895.38
SO - 0006322,2014-08-02,43,Export,USD,AXW291,825,2,11,3725.2000000000003,40977.200000000004,2756.648
SO - 000545,2014-08-02,15,Wholesale,USD,GUT930,709,29,11,944.7,10391.7,689.631
SO - 0002762,2014-08-02,129,Wholesale,USD,AXW291,953,1,12,1098.8,13185.599999999999,813.112
SO - 0010331,2014-08-02,33,Export,USD,NXH382,722,6,7,1145.7,8019.900000000001,469.73699999999997
SO - 0008599,2014-08-02,30,Export,USD,NXH382,350,8,12,1159.1000000000001,13909.2,822.961
SO - 0003009,2014-08-03,77,Wholesale,USD,AXW291,376,18,8,2485.7000000000003,19885.600000000002,1019.1370000000001
SO - 0004694,2014-08-03,32,Wholesale,USD,AXW291,518,26,12,1728.6000000000001,20743.2,1279.164
SO - 0006246,2014-08-03,112,Wholesale,USD,AXW291,611,14,11,1246.2,13708.2,510.942
SO - 0006275,2014-08-03,4,Wholesale,USD,AXW291,205,15,9,3805.6,34250.4,1598.3519999999999
SO - 0010179,2014-08-03,9,Export,USD,FLR025,499,26,8,1896.1000000000001,15168.800000000001,1611.6850000000002
SO - 0010290,2014-08-03,56,Wholesale,USD,NXH382,336,26,5,2391.9,11959.5,1148.112
SO - 0009235,2014-08-03,93,Wholesale,USD,AXW291,850,23,12,6210.900000000001,74530.8,3353.8860000000004
SO - 000328,2014-08-03,172,Distributor,USD,NXH382,664,23,10,174.20000000000002,1742.0000000000002,120.19800000000001
SO - 000840,2014-08-03,159,Wholesale,USD,AXW291,822,3,6,1005.0,6030.0,793.95
SO - 0001538,2014-08-03,119,Export,USD,AXW291,487,14,6,3993.2000000000003,23959.2,3354.288
SO - 0003686,2014-08-03,121,Distributor,USD,GUT930,260,4,6,1996.6000000000001,11979.6,1557.3480000000002
SO - 0004765,2014-08-03,83,Distributor,USD,GUT930,97,27,9,2626.4,23637.600000000002,1575.84
SO - 0006967,2014-08-03,44,Wholesale,USD,GUT930,820,1,10,5393.5,53935.0,3667.5800000000004
SO - 0007690,2014-08-03,86,Wholesale,USD,NXH382,874,12,11,716.9,7885.9,465.985
SO - 0007715,2014-08-03,170,Wholesale,USD,AXW291,200,2,10,6224.3,62243.0,3672.337
SO - 0010205,2014-08-03,134,Export,USD,FLR025,217,25,8,897.8000000000001,7182.400000000001,763.13
SO - 0010435,2014-08-03,3,Wholesale,USD,AXW291,892,15,11,207.70000000000002,2284.7000000000003,85.157
SO - 0010725,2014-08-03,24,Wholesale,USD,AXW291,606,25,5,5246.1,26230.5,3619.809
SO - 000951,2014-08-03,96,Export,USD,GUT930,410,2,6,1051.9,6311.400000000001,641.659
SO - 0002912,2014-08-03,18,Wholesale,USD,GUT930,618,5,9,5661.5,50953.5,3623.36
SO - 0003027,2014-08-03,157,Wholesale,USD,AXW291,825,9,8,1085.4,8683.2,640.386
SO - 0005937,2014-08-03,141,Wholesale,USD,AXW291,636,13,11,1058.6000000000001,11644.600000000002,561.0580000000001
SO - 0006465,2014-08-03,42,Export,USD,GUT930,89,1,8,3999.9,31999.2,2159.9460000000004
SO - 0009923,2014-08-03,160,Distributor,USD,AXW291,533,4,6,5775.400000000001,34652.4,4678.0740000000005
SO - 0008354,2014-08-03,30,Distributor,USD,NXH382,491,10,8,2244.5,17956.0,1773.155
SO - 0001036,2014-08-03,106,Distributor,USD,NXH382,661,15,9,1051.9,9467.1,462.83600000000007
SO - 0001199,2014-08-03,139,Wholesale,USD,NXH382,208,15,6,1025.1000000000001,6150.6,594.558
SO - 0001644,2014-08-03,75,Distributor,USD,NXH382,843,19,5,5306.400000000001,26532.000000000004,2334.8160000000003
SO - 0001779,2014-08-03,82,Wholesale,USD,GUT930,799,14,7,1139.0,7973.0,774.5200000000001
SO - 0003904,2014-08-03,81,Distributor,USD,NXH382,257,26,9,227.8,2050.2000000000003,161.738
SO - 0004235,2014-08-03,22,Wholesale,USD,AXW291,107,8,9,4006.6,36059.4,1802.97
SO - 0005472,2014-08-03,83,Wholesale,USD,AXW291,354,4,6,5319.8,31918.800000000003,4521.83
SO - 0008084,2014-08-03,158,Distributor,USD,AXW291,908,20,7,3959.7000000000003,27717.9,2930.1780000000003
SO - 0009647,2014-08-03,63,Distributor,USD,GUT930,267,14,10,1072.0,10720.0,718.24
SO - 0010034,2014-08-03,105,Wholesale,USD,GUT930,308,3,6,884.4,5306.4,619.0799999999999
SO - 000844,2014-08-03,86,Wholesale,USD,NXH382,299,25,11,1018.4,11202.4,733.2479999999999
SO - 0002273,2014-08-03,116,Wholesale,USD,AXW291,671,13,9,1139.0,10251.0,751.74
SO - 0004408,2014-08-03,113,Distributor,USD,AXW291,449,3,7,1145.7,8019.900000000001,836.361
SO - 0005145,2014-08-03,145,Distributor,USD,AXW291,605,30,12,2492.4,29908.800000000003,996.96
SO - 0007564,2014-08-03,135,Wholesale,USD,AXW291,116,5,6,1165.8,6994.799999999999,512.952
SO - 0010593,2014-08-03,150,Wholesale,USD,AXW291,338,1,5,1025.1000000000001,5125.500000000001,717.57
SO - 0008537,2014-08-03,90,Distributor,USD,AXW291,363,15,6,180.9,1085.4,101.30400000000002
SO - 0010121,2014-08-03,60,Wholesale,USD,GUT930,388,30,7,1969.8,13788.6,1634.934
SO - 000165,2014-08-03,40,Distributor,USD,GUT930,455,3,5,1058.6000000000001,5293.000000000001,751.6060000000001
SO - 000644,2014-08-03,160,Wholesale,USD,GUT930,510,14,9,1246.2,11215.800000000001,1021.884
SO - 0002220,2014-08-03,66,Wholesale,USD,NXH382,507,17,11,1065.3,11718.3,788.322
SO - 0002920,2014-08-03,145,Distributor,USD,GUT930,212,15,5,1058.6000000000001,5293.000000000001,550.4720000000001
SO - 0009369,2014-08-03,136,Wholesale,USD,AXW291,455,13,12,3879.3,46551.600000000006,3103.4400000000005
SO - 0010698,2014-08-03,135,Wholesale,USD,AXW291,350,5,6,1165.8,6994.799999999999,512.952
SO - 0001395,2014-08-04,139,Wholesale,USD,AXW291,718,25,7,5695.0,39865.0,2334.95
SO - 0003841,2014-08-04,117,Export,USD,AXW291,635,15,5,904.5,4522.5,479.38500000000005
SO - 0006277,2014-08-04,22,Distributor,USD,AXW291,247,3,7,1118.9,7832.300000000001,749.6630000000001
SO - 0007514,2014-08-04,90,Wholesale,USD,AXW291,26,14,6,2519.2000000000003,15115.2,1914.5920000000003
SO - 0008511,2014-08-04,70,Export,USD,AXW291,803,25,11,247.9,2726.9,131.387
SO - 0010560,2014-08-04,35,Export,USD,NXH382,304,16,6,2994.9,17969.4,2455.8179999999998
SO - 0002097,2014-08-04,77,Distributor,USD,FLR025,720,6,6,201.0,1206.0,90.45
SO - 0005445,2014-08-04,5,Export,USD,AXW291,414,3,5,2599.6,12998.0,1039.84
SO - 0005528,2014-08-04,88,Wholesale,USD,AXW291,436,4,9,730.3000000000001,6572.700000000001,584.2400000000001
SO - 0007162,2014-08-04,22,Wholesale,USD,AXW291,260,26,9,2231.1,20079.899999999998,1249.4160000000002
SO - 0007274,2014-08-04,136,Distributor,USD,NXH382,554,15,11,971.5,10686.5,505.18
SO - 0010776,2014-08-04,125,Distributor,USD,NXH382,66,16,6,1051.9,6311.400000000001,704.7730000000001
SO - 0001100,2014-08-04,74,Distributor,USD,GUT930,291,13,12,5306.400000000001,63676.8,2387.88
SO - 0002639,2014-08-04,5,Wholesale,USD,AXW291,535,2,6,2371.8,14230.800000000001,2016.0300000000002
SO - 0005810,2014-08-04,63,Wholesale,USD,NXH382,461,7,11,1902.8,20930.8,1217.792
SO - 0007049,2014-08-04,84,Export,USD,GUT930,388,22,7,180.9,1266.3,141.102
SO - 0009291,2014-08-04,160,Distributor,USD,GUT930,439,11,12,5695.0,68340.0,2847.5
SO - 000805,2014-08-04,153,Export,USD,NXH382,976,2,6,837.5,5025.0,527.625
SO - 0003766,2014-08-04,34,Distributor,USD,GUT930,716,16,9,3825.7000000000003,34431.3,3213.588
SO - 0006584,2014-08-04,107,Distributor,USD,FLR025,122,4,11,2787.2000000000003,30659.200000000004,1839.5520000000004
SO - 000314,2014-08-04,48,Wholesale,USD,GUT930,989,23,6,1145.7,6874.200000000001,538.479
SO - 0001832,2014-08-04,146,Export,USD,NXH382,325,8,11,1058.6000000000001,11644.600000000002,455.19800000000004
SO - 0002148,2014-08-04,103,Distributor,USD,NXH382,921,5,7,857.6,6003.2,634.624
SO - 0009716,2014-08-04,57,Export,USD,GUT930,22,26,12,1822.4,21868.800000000003,1093.44
SO - 0010525,2014-08-04,162,Wholesale,USD,FLR025,979,21,12,1829.1000000000001,21949.2,1280.3700000000001
SO - 0009002,2014-08-04,65,Distributor,USD,AXW291,529,12,9,2994.9,26954.100000000002,2126.379
SO - 0002047,2014-08-04,174,Wholesale,USD,AXW291,25,10,9,1775.5,15979.5,994.2800000000001
SO - 0002549,2014-08-04,24,Wholesale,USD,GUT930,822,26,10,3872.6,38726.0,2323.56
SO - 0004293,2014-08-04,82,Wholesale,USD,GUT930,514,7,9,5500.7,49506.299999999996,3960.504
SO - 0005420,2014-08-04,113,Export,USD,GUT930,350,14,12,917.9,11014.8,495.666
SO - 0007852,2014-08-04,106,Wholesale,USD,AXW291,562,15,9,1956.4,17607.600000000002,1604.248
SO - 0009018,2014-08-04,112,Wholesale,USD,GUT930,450,26,7,1735.3,12147.1,1180.0040000000001
SO - 0008487,2014-08-04,4,Wholesale,USD,AXW291,149,5,9,2505.8,22552.2,1453.364
SO - 0003455,2014-08-05,96,Wholesale,USD,AXW291,167,2,12,2512.5,30150.0,1130.625
SO - 0004316,2014-08-05,155,Distributor,USD,AXW291,216,1,5,1795.6000000000001,8978.0,879.844
SO - 0008212,2014-08-05,146,Wholesale,USD,NXH382,448,26,5,3859.2000000000003,19296.0,2662.848
SO - 0008432,2014-08-05,94,Distributor,USD,AXW291,542,16,7,2586.2000000000003,18103.4,2068.9600000000005
SO - 0002095,2014-08-05,111,Distributor,USD,NXH382,63,28,6,1112.2,6673.200000000001,923.126
SO - 0002124,2014-08-05,7,Wholesale,USD,NXH382,536,19,10,3899.4,38994.0,3314.49
SO - 0004561,2014-08-05,81,Distributor,USD,GUT930,706,6,11,5313.1,58444.100000000006,2550.288
SO - 0005568,2014-08-05,153,Wholesale,USD,AXW291,348,17,10,1058.6000000000001,10586.000000000002,539.8860000000001
SO - 0005683,2014-08-05,52,Wholesale,USD,NXH382,156,26,7,3939.6,27577.2,3151.6800000000003
SO - 0006118,2014-08-05,112,Distributor,USD,FLR025,986,4,6,2485.7000000000003,14914.2,1292.564
SO - 0007392,2014-08-05,19,Distributor,USD,NXH382,405,21,8,964.8000000000001,7718.400000000001,742.8960000000001
SO - 0009238,2014-08-05,54,Distributor,USD,GUT930,340,25,10,3999.9,39999.0,2119.947
SO - 0008581,2014-08-05,131,Distributor,USD,GUT930,174,23,12,1969.8,23637.6,1615.2359999999999
SO - 0001047,2014-08-05,173,Wholesale,USD,AXW291,204,4,9,2546.0,22914.0,1502.1399999999999
SO - 0001188,2014-08-05,34,Wholesale,USD,AXW291,214,26,6,1025.1000000000001,6150.6,789.3270000000001
SO - 0003580,2014-08-05,26,Distributor,USD,NXH382,817,4,11,3825.7000000000003,42082.700000000004,1912.8500000000001
SO - 0004312,2014-08-05,6,Wholesale,USD,AXW291,281,20,8,1159.1000000000001,9272.800000000001,880.9160000000002
SO - 0004879,2014-08-05,114,Wholesale,USD,NXH382,493,15,10,2257.9,22579.0,1151.529
SO - 0007449,2014-08-05,53,Distributor,USD,GUT930,746,30,7,1909.5,13366.5,801.99
SO - 0008882,2014-08-05,9,Wholesale,USD,FLR025,245,13,7,194.3,1360.1000000000001,149.61100000000002
SO - 0010183,2014-08-05,84,Export,USD,GUT930,162,22,7,180.9,1266.3,141.102
SO - 0001787,2014-08-05,23,Wholesale,USD,GUT930,624,25,10,1058.6000000000001,10586.000000000002,857.4660000000001
SO - 0002857,2014-08-05,49,Wholesale,USD,AXW291,277,20,5,5433.7,27168.5,3205.883
SO - 0007792,2014-08-05,97,Wholesale,USD,NXH382,130,26,11,757.1,8328.1,416.40500000000003
SO - 000134,2014-08-05,117,Distributor,USD,FLR025,342,26,8,6083.6,48668.8,3832.668
SO - 000262,2014-08-05,156,Wholesale,USD,AXW291,828,4,8,1105.5,8844.0,652.245
SO - 000619,2014-08-05,101,Distributor,USD,AXW291,668,29,8,1078.7,8629.6,755.09
SO - 0001135,2014-08-05,29,Export,USD,GUT930,177,26,6,2646.5,15879.0,1217.39
SO - 0003413,2014-08-05,42,Wholesale,USD,AXW291,771,16,12,5326.5,63918.0,2503.455
SO - 0005773,2014-08-05,99,Wholesale,USD,GUT930,73,15,12,3939.6,47275.2,2481.948
SO - 0006101,2014-08-05,93,Wholesale,USD,AXW291,600,23,12,6210.900000000001,74530.8,3353.8860000000004
SO - 0010083,2014-08-05,30,Distributor,USD,AXW291,672,6,10,1192.6000000000001,11926.000000000002,954.0800000000002
SO - 0010490,2014-08-05,167,Distributor,USD,AXW291,653,13,7,1085.4,7597.800000000001,846.6120000000001
SO - 000291,2014-08-05,21,Export,USD,GUT930,555,1,6,3979.8,23878.800000000003,1790.91
SO - 0001036,2014-08-05,106,Distributor,USD,NXH382,8,15,9,1051.9,9467.1,462.83600000000007
SO - 0001384,2014-08-05,1,Wholesale,USD,GUT930,133,9,11,1299.8,14297.8,1039.84
SO - 0001577,2014-08-05,170,Wholesale,USD,AXW291,517,12,7,891.1,6237.7,365.351
SO - 0001686,2014-08-05,31,Distributor,USD,NXH382,507,18,9,1976.5,17788.5,1264.96
SO - 0002295,2014-08-05,128,Wholesale,USD,AXW291,777,16,5,2331.6,11658.0,1468.908
SO - 0005410,2014-08-05,21,Wholesale,USD,AXW291,176,6,11,5045.1,55496.100000000006,3279.3150000000005
SO - 0005633,2014-08-05,154,Export,USD,AXW291,548,6,5,3443.8,17219.0,2307.3460000000005
SO - 0006927,2014-08-05,135,Wholesale,USD,NXH382,179,12,6,5098.7,30592.199999999997,3059.22
SO - 0008482,2014-08-05,131,Export,USD,AXW291,729,1,5,1192.6000000000001,5963.000000000001,477.0400000000001
SO - 0010501,2014-08-05,122,Wholesale,USD,AXW291,683,3,11,1031.8,11349.8,722.2599999999999
SO - 0010751,2014-08-05,44,Distributor,USD,GUT930,172,5,10,2519.2000000000003,25192.000000000004,1435.944
SO - 0008371,2014-08-05,122,Wholesale,USD,FLR025,111,3,7,261.3,1829.1000000000001,107.133
SO - 0003025,2014-08-06,149,Export,USD,AXW291,790,15,9,1098.8,9889.199999999999,461.496
SO - 0005576,2014-08-06,102,Wholesale,USD,AXW291,186,2,11,3892.7000000000003,42819.700000000004,2102.0580000000004
SO - 0007720,2014-08-06,134,Distributor,USD,AXW291,867,1,11,214.4,2358.4,115.77600000000001
SO - 0008098,2014-08-06,54,Export,USD,AXW291,656,4,5,6164.0,30820.0,4129.88
SO - 0009642,2014-08-06,109,Distributor,USD,GUT930,461,1,10,984.9,9849.0,768.222
SO - 0010695,2014-08-06,123,Wholesale,USD,FLR025,488,16,6,2626.4,15758.400000000001,1680.8960000000002
SO - 000250,2014-08-06,72,Wholesale,USD,AXW291,275,13,11,3993.2000000000003,43925.200000000004,3314.356
SO - 000269,2014-08-06,47,Wholesale,USD,AXW291,748,25,5,844.2,4221.0,540.288
SO - 0003766,2014-08-06,34,Distributor,USD,GUT930,513,16,9,3825.7000000000003,34431.3,3213.588
SO - 0007564,2014-08-06,135,Wholesale,USD,AXW291,583,5,6,1165.8,6994.799999999999,512.952
SO - 0008539,2014-08-06,97,Wholesale,USD,GUT930,480,13,12,1949.7,23396.4,1267.305
SO - 0001296,2014-08-06,169,Wholesale,USD,GUT930,906,3,6,6056.8,36340.8,2907.264
SO - 0001727,2014-08-06,41,Wholesale,USD,AXW291,950,26,12,3879.3,46551.600000000006,2715.5099999999998
SO - 0003039,2014-08-06,132,Export,USD,GUT930,773,13,5,1125.6000000000001,5628.000000000001,731.6400000000001
SO - 0006511,2014-08-06,61,Distributor,USD,AXW291,634,25,8,2465.6,19724.8,1873.856
SO - 0002081,2014-08-06,71,Wholesale,USD,NXH382,509,26,10,3819.0,38190.0,3131.58
SO - 0006653,2014-08-06,161,Export,USD,AXW291,210,6,10,917.9,9179.0,514.024
SO - 0001484,2014-08-06,172,Wholesale,USD,FLR025,79,26,9,247.9,2231.1,180.967
SO - 0002686,2014-08-06,80,Distributor,USD,NXH382,757,16,11,2251.2000000000003,24763.200000000004,1148.112
SO - 0003870,2014-08-06,165,Export,USD,AXW291,301,29,12,194.3,2331.6000000000004,122.409
SO - 0005365,2014-08-06,161,Wholesale,USD,AXW291,601,8,9,1051.9,9467.1,557.5070000000001
SO - 0005467,2014-08-06,101,Distributor,USD,AXW291,850,17,12,696.8000000000001,8361.6,564.4080000000001
SO - 0008954,2014-08-06,126,Distributor,USD,AXW291,824,19,10,3939.6,39396.0,3348.66
SO - 0001837,2014-08-06,62,Export,USD,FLR025,170,20,6,5460.5,32763.0,3003.275
SO - 0002489,2014-08-06,98,Wholesale,USD,GUT930,35,5,5,1031.8,5159.0,484.94599999999997
SO - 0002765,2014-08-06,96,Distributor,USD,GUT930,700,26,7,167.5,1172.5,139.025
SO - 0004540,2014-08-06,61,Distributor,USD,AXW291,98,21,7,3859.2000000000003,27014.4,3241.728
SO - 0006227,2014-08-06,146,Wholesale,USD,AXW291,154,18,11,1159.1000000000001,12750.100000000002,602.7320000000001
SO - 0008241,2014-08-06,163,Distributor,USD,AXW291,945,13,10,1045.2,10452.0,501.696
SO - 0010233,2014-08-06,130,Distributor,USD,AXW291,606,2,7,3899.4,27295.8,1598.754
SO - 0002526,2014-08-07,137,Wholesale,USD,AXW291,685,27,5,1118.9,5594.5,850.364
SO - 0003502,2014-08-07,37,Export,USD,AXW291,711,13,6,268.0,1608.0,134.0
SO - 0005761,2014-08-07,15,Wholesale,USD,AXW291,530,13,7,1078.7,7550.900000000001,862.96
SO - 0007317,2014-08-07,139,Export,USD,AXW291,321,26,7,1118.9,7832.300000000001,525.883
SO - 0009771,2014-08-07,73,Distributor,USD,AXW291,403,20,6,2224.4,13346.400000000001,1401.372
SO - 000430,2014-08-07,59,Export,USD,AXW291,241,13,7,924.6,6472.2,665.712
SO - 0001937,2014-08-07,25,Wholesale,USD,AXW291,168,25,7,1031.8,7222.599999999999,773.8499999999999
SO - 0002092,2014-08-07,7,Distributor,USD,AXW291,8,20,10,991.6,9916.0,743.7
SO - 0004439,2014-08-07,8,Wholesale,USD,AXW291,816,26,11,2586.2000000000003,28448.200000000004,1163.7900000000002
SO - 0004822,2014-08-07,18,Wholesale,USD,NXH382,827,7,11,991.6,10907.6,813.112
SO - 000999,2014-08-07,86,Export,USD,AXW291,139,5,9,1876.0,16884.0,900.48
SO - 0003067,2014-08-07,43,Wholesale,USD,AXW291,128,1,6,1038.5,6231.0,467.325
SO - 0005780,2014-08-07,79,Distributor,USD,AXW291,601,13,11,1078.7,11865.7,787.451
SO - 0006382,2014-08-07,78,Wholesale,USD,GUT930,290,1,5,2398.6,11993.0,1223.286
SO - 0006864,2014-08-07,10,Wholesale,USD,GUT930,578,26,6,3999.9,23999.4,2519.937
SO - 0010644,2014-08-07,131,Wholesale,USD,AXW291,591,5,9,3035.1,27315.899999999998,1335.444
SO - 0003584,2014-08-07,34,Wholesale,USD,GUT930,95,25,12,2385.2000000000003,28622.4,1454.9720000000002
SO - 0004549,2014-08-07,6,Export,USD,FLR025,410,14,8,4013.3,32106.4,2046.7830000000001
SO - 0004850,2014-08-07,50,Wholesale,USD,NXH382,680,13,6,3912.8,23476.800000000003,1565.1200000000001
SO - 0004858,2014-08-07,94,Distributor,USD,AXW291,141,13,10,5996.5,59965.0,4917.13
SO - 0005507,2014-08-07,126,Export,USD,NXH382,136,30,8,1259.6000000000001,10076.800000000001,705.3760000000001
SO - 0009932,2014-08-07,124,Wholesale,USD,GUT930,479,10,7,1018.4,7128.8,855.4559999999999
SO - 000819,2014-08-07,36,Export,USD,NXH382,145,13,9,6445.400000000001,58008.600000000006,3544.9700000000007
SO - 0001051,2014-08-07,125,Wholesale,USD,FLR025,983,23,6,2566.1,15396.599999999999,1334.372
SO - 0003204,2014-08-07,81,Distributor,USD,GUT930,147,26,7,1025.1000000000001,7175.700000000001,809.8290000000002
SO - 0005284,2014-08-07,122,Distributor,USD,FLR025,51,1,12,3906.1,46873.2,1874.9279999999999
SO - 0005532,2014-08-07,11,Wholesale,USD,AXW291,876,25,11,3256.2000000000003,35818.200000000004,2767.77
